,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
15248,2014,92585,69,34.0,All Ages,Riverside
15249,2014,92586,74,49.9,All Ages,Riverside
15250,2014,92587,61,35.1,All Ages,Riverside
15251,2014,92591,132,32.9,All Ages,Riverside
15252,2014,92592,152,20.2,All Ages,Riverside
15253,2014,92595,105,33.8,All Ages,Riverside
15254,2014,92596,50,21.4,All Ages,Riverside
15255,2014,92602,34,16.0,All Ages,Orange
15256,2014,92603,26,12.6,All Ages,Orange
15257,2014,92604,68,27.0,All Ages,Orange
15258,2014,92606,29,14.0,All Ages,Orange
15259,2014,92610,21,18.0,All Ages,Orange
15260,2014,92612,62,27.8,All Ages,Orange
15261,2014,92614,51,24.9,All Ages,Orange
15262,2014,92617,12,19.7,All Ages,Orange
15263,2014,92618,54,24.3,All Ages,Orange
15264,2014,92620,60,15.1,All Ages,Orange
15265,2014,92624,13,18.8,All Ages,Orange
15266,2014,92625,25,24.1,All Ages,Orange
15267,2014,92626,138,29.5,All Ages,Orange
15268,2014,92627,281,46.8,All Ages,Orange
15269,2014,92629,65,29.3,All Ages,Orange
15270,2014,92630,147,25.1,All Ages,Orange
15271,2014,92637,63,18.3,All Ages,Orange
15272,2014,92646,135,25.6,All Ages,Orange
15273,2014,92647,214,38.6,All Ages,Orange
15274,2014,92648,105,25.1,All Ages,Orange
15275,2014,92649,70,21.4,All Ages,Orange
15276,2014,92651,49,19.2,All Ages,Orange
15277,2014,92653,56,20.1,All Ages,Orange
15278,2014,92655,38,51.5,All Ages,Orange
15279,2014,92656,73,16.5,All Ages,Orange
15280,2014,92660,54,16.3,All Ages,Orange
15281,2014,92663,50,25.9,All Ages,Orange
15282,2014,92672,93,23.3,All Ages,Orange
15283,2014,92673,50,18.6,All Ages,Orange
15284,2014,92675,78,22.3,All Ages,Orange
15285,2014,92677,146,23.6,All Ages,Orange
15286,2014,92679,45,17.4,All Ages,Orange
15287,2014,92683,316,34.6,All Ages,Orange
15288,2014,92688,72,17.0,All Ages,Orange
15289,2014,92691,100,21.7,All Ages,Orange
15290,2014,92692,88,19.6,All Ages,Orange
15291,2014,92694,32,14.6,All Ages,Orange
15292,2014,92701,285,50.3,All Ages,Orange
15293,2014,92703,322,43.6,All Ages,Orange
15294,2014,92704,382,41.7,All Ages,Orange
15295,2014,92705,120,29.3,All Ages,Orange
15296,2014,92706,151,37.9,All Ages,Orange
15297,2014,92707,275,42.6,All Ages,Orange
15298,2014,92708,138,25.2,All Ages,Orange
15299,2014,92780,172,30.6,All Ages,Orange
15300,2014,92782,41,15.1,All Ages,Orange
15301,2014,92801,330,51.8,All Ages,Orange
15302,2014,92802,206,46.7,All Ages,Orange
15303,2014,92804,392,44.9,All Ages,Orange
15304,2014,92805,346,44.7,All Ages,Orange
15305,2014,92806,205,50.5,All Ages,Orange
15306,2014,92807,81,23.9,All Ages,Orange
15307,2014,92808,35,19.4,All Ages,Orange
15308,2014,92821,117,31.2,All Ages,Orange
15309,2014,92831,150,47.7,All Ages,Orange
15310,2014,92832,134,55.2,All Ages,Orange
15311,2014,92833,178,35.0,All Ages,Orange
15312,2014,92835,62,26.8,All Ages,Orange
15313,2014,92840,228,41.8,All Ages,Orange
15314,2014,92841,130,39.6,All Ages,Orange
15315,2014,92843,204,45.2,All Ages,Orange
15316,2014,92844,91,40.1,All Ages,Orange
15317,2014,92845,30,21.1,All Ages,Orange
15318,2014,92860,91,34.9,All Ages,Riverside
15319,2014,92865,56,28.9,All Ages,Orange
15320,2014,92866,70,46.3,All Ages,Orange
15321,2014,92867,73,17.1,All Ages,Orange
15322,2014,92868,84,36.7,All Ages,Orange
15323,2014,92869,67,18.6,All Ages,Orange
15324,2014,92870,208,40.0,All Ages,Orange
15325,2014,92879,189,39.9,All Ages,Riverside
15326,2014,92880,203,28.3,All Ages,Riverside
15327,2014,92881,58,17.9,All Ages,Riverside
15328,2014,92882,223,33.0,All Ages,Riverside
15329,2014,92883,73,26.0,All Ages,Riverside
15330,2014,92886,148,30.4,All Ages,Orange
15331,2014,92887,41,24.2,All Ages,Orange
15332,2014,93001,142,47.4,All Ages,Ventura
15333,2014,93003,144,31.4,All Ages,Ventura
15334,2014,93004,81,29.8,All Ages,Ventura
15335,2014,93010,148,35.0,All Ages,Ventura
15336,2014,93012,79,23.4,All Ages,Ventura
15338,2014,93015,44,21.7,All Ages,Ventura
15339,2014,93021,88,24.6,All Ages,Ventura
15340,2014,93022,14,26.1,All Ages,Ventura
15341,2014,93023,68,37.5,All Ages,Ventura
15342,2014,93030,415,69.2,All Ages,Ventura
15343,2014,93033,353,39.5,All Ages,Ventura
15344,2014,93035,101,38.2,All Ages,Ventura
15345,2014,93036,172,37.0,All Ages,Ventura
15346,2014,93041,97,40.4,All Ages,Ventura
15347,2014,93060,126,36.6,All Ages,Ventura
15348,2014,93063,196,36.4,All Ages,Ventura
15349,2014,93065,232,32.8,All Ages,Ventura
15425,2014,93510,44,53.5,All Ages,Los Angeles
15427,2014,93534,531,132.5,All Ages,Los Angeles
15428,2014,93535,948,124.6,All Ages,Los Angeles
15429,2014,93536,343,47.0,All Ages,Los Angeles
15430,2014,93543,84,62.4,All Ages,Los Angeles
15432,2014,93550,835,103.5,All Ages,Los Angeles
15433,2014,93551,192,39.4,All Ages,Los Angeles
15434,2014,93552,251,59.7,All Ages,Los Angeles
15438,2014,93591,59,81.9,All Ages,Los Angeles
15957,2013,90001,201,100.1,0-17,Los Angeles
15958,2013,90002,210,111.8,0-17,Los Angeles
15959,2013,90003,307,130.1,0-17,Los Angeles
15960,2013,90004,169,129.4,0-17,Los Angeles
15961,2013,90005,52,64.0,0-17,Los Angeles
15962,2013,90006,119,81.9,0-17,Los Angeles
15963,2013,90007,88,126.2,0-17,Los Angeles
15964,2013,90008,115,157.3,0-17,Los Angeles
15965,2013,90011,371,99.4,0-17,Los Angeles
15966,2013,90012,25,69.5,0-17,Los Angeles
15967,2013,90015,49,121.0,0-17,Los Angeles
15968,2013,90016,175,150.5,0-17,Los Angeles
15969,2013,90017,60,99.2,0-17,Los Angeles
15970,2013,90018,163,126.1,0-17,Los Angeles
15971,2013,90019,106,78.4,0-17,Los Angeles
15972,2013,90020,57,75.8,0-17,Los Angeles
15973,2013,90022,186,90.8,0-17,Los Angeles
15974,2013,90023,157,104.1,0-17,Los Angeles
15975,2013,90024,15,44.9,0-17,Los Angeles
15976,2013,90025,14,24.8,0-17,Los Angeles
15977,2013,90026,119,87.2,0-17,Los Angeles
15978,2013,90027,43,73.1,0-17,Los Angeles
15979,2013,90028,36,123.4,0-17,Los Angeles
15980,2013,90029,76,100.0,0-17,Los Angeles
15981,2013,90031,70,66.4,0-17,Los Angeles
15982,2013,90032,109,93.5,0-17,Los Angeles
15983,2013,90033,188,129.4,0-17,Los Angeles
15984,2013,90034,56,55.0,0-17,Los Angeles
15985,2013,90035,29,46.3,0-17,Los Angeles
15986,2013,90036,23,37.3,0-17,Los Angeles
15987,2013,90037,225,119.6,0-17,Los Angeles
15988,2013,90038,57,107.8,0-17,Los Angeles
15989,2013,90039,43,83.6,0-17,Los Angeles
15990,2013,90040,34,123.6,0-17,Los Angeles
15991,2013,90041,29,55.3,0-17,Los Angeles
15992,2013,90042,123,81.4,0-17,Los Angeles
15993,2013,90043,159,156.4,0-17,Los Angeles
15994,2013,90044,458,158.6,0-17,Los Angeles
15995,2013,90045,45,64.3,0-17,Los Angeles
15996,2013,90046,18,41.6,0-17,Los Angeles
15997,2013,90047,206,172.7,0-17,Los Angeles
15998,2013,90057,101,92.8,0-17,Los Angeles
15999,2013,90059,226,151.9,0-17,Los Angeles
16000,2013,90061,92,105.9,0-17,Los Angeles
16001,2013,90062,130,149.9,0-17,Los Angeles
16002,2013,90063,135,76.9,0-17,Los Angeles
16003,2013,90064,14,27.7,0-17,Los Angeles
16004,2013,90065,108,99.1,0-17,Los Angeles
16005,2013,90066,44,44.7,0-17,Los Angeles
16006,2013,90201,237,72.4,0-17,Los Angeles
16007,2013,90210,12,29.8,0-17,Los Angeles
16008,2013,90220,181,120.0,0-17,Los Angeles
16009,2013,90221,193,106.5,0-17,Los Angeles
16010,2013,90222,138,128.3,0-17,Los Angeles
16011,2013,90230,22,33.9,0-17,Los Angeles
16012,2013,90232,15,51.2,0-17,Los Angeles
16013,2013,90240,25,41.9,0-17,Los Angeles
16014,2013,90241,85,79.2,0-17,Los Angeles
16015,2013,90242,85,72.1,0-17,Los Angeles
16016,2013,90245,14,46.4,0-17,Los Angeles
16017,2013,90247,159,139.1,0-17,Los Angeles
16018,2013,90248,18,94.8,0-17,Los Angeles
16019,2013,90249,69,112.3,0-17,Los Angeles
16020,2013,90250,347,134.1,0-17,Los Angeles
16021,2013,90255,193,83.7,0-17,Los Angeles
16022,2013,90260,109,118.5,0-17,Los Angeles
16023,2013,90262,153,68.1,0-17,Los Angeles
16024,2013,90266,16,20.8,0-17,Los Angeles
16025,2013,90270,53,59.0,0-17,Los Angeles
16026,2013,90275,18,25.8,0-17,Los Angeles
16027,2013,90277,24,42.5,0-17,Los Angeles
16028,2013,90278,58,64.4,0-17,Los Angeles
16029,2013,90280,204,71.3,0-17,Los Angeles
16030,2013,90291,23,58.8,0-17,Los Angeles
16031,2013,90301,119,125.9,0-17,Los Angeles
16032,2013,90302,103,139.4,0-17,Los Angeles
16033,2013,90303,103,140.1,0-17,Los Angeles
16034,2013,90304,94,105.7,0-17,Los Angeles
16035,2013,90305,34,119.2,0-17,Los Angeles
16036,2013,90403,13,41.2,0-17,Los Angeles
16037,2013,90404,26,86.0,0-17,Los Angeles
16038,2013,90405,18,48.6,0-17,Los Angeles
16039,2013,90501,104,99.6,0-17,Los Angeles
16040,2013,90502,26,72.8,0-17,Los Angeles
16041,2013,90503,42,46.4,0-17,Los Angeles
16042,2013,90504,43,70.2,0-17,Los Angeles
16043,2013,90505,35,49.2,0-17,Los Angeles
16044,2013,90601,61,79.7,0-17,Los Angeles
16045,2013,90602,82,125.5,0-17,Los Angeles
16046,2013,90603,50,111.8,0-17,Los Angeles
16047,2013,90604,113,109.6,0-17,Los Angeles
16048,2013,90605,125,116.0,0-17,Los Angeles
16049,2013,90606,74,89.3,0-17,Los Angeles
16050,2013,90620,63,62.3,0-17,Orange
16051,2013,90621,73,77.9,0-17,Orange
16052,2013,90623,17,55.4,0-17,Orange
16053,2013,90630,33,32.8,0-17,Orange
16054,2013,90631,148,86.8,0-17,Orange
16055,2013,90638,56,58.1,0-17,Los Angeles
16056,2013,90640,134,86.2,0-17,Los Angeles
16057,2013,90650,270,97.2,0-17,Los Angeles
16058,2013,90660,129,81.3,0-17,Los Angeles
16059,2013,90670,26,73.9,0-17,Los Angeles
16060,2013,90680,51,57.9,0-17,Orange
16061,2013,90701,33,100.0,0-17,Los Angeles
16062,2013,90703,42,49.6,0-17,Los Angeles
16063,2013,90706,228,109.9,0-17,Los Angeles
16064,2013,90710,61,105.0,0-17,Los Angeles
16065,2013,90712,38,53.5,0-17,Los Angeles
16066,2013,90713,40,63.3,0-17,Los Angeles
16067,2013,90715,51,106.1,0-17,Los Angeles
16068,2013,90716,37,83.6,0-17,Los Angeles
16069,2013,90717,27,58.6,0-17,Los Angeles
16070,2013,90720,16,35.6,0-17,Orange
16071,2013,90723,138,83.5,0-17,Los Angeles
16072,2013,90731,210,136.9,0-17,Los Angeles
16073,2013,90732,21,57.9,0-17,Los Angeles
16074,2013,90744,151,88.1,0-17,Los Angeles
16075,2013,90745,119,91.3,0-17,Los Angeles
16076,2013,90746,87,170.6,0-17,Los Angeles
16077,2013,90755,14,59.1,0-17,Los Angeles
16078,2013,90802,64,93.5,0-17,Los Angeles
16079,2013,90804,99,101.7,0-17,Los Angeles
16080,2013,90805,340,121.5,0-17,Los Angeles
16081,2013,90806,118,97.0,0-17,Los Angeles
16082,2013,90807,52,75.3,0-17,Los Angeles
16083,2013,90808,23,28.5,0-17,Los Angeles
16084,2013,90810,96,92.7,0-17,Los Angeles
16085,2013,90813,234,129.0,0-17,Los Angeles
16086,2013,90815,25,32.9,0-17,Los Angeles
16087,2013,91001,47,59.3,0-17,Los Angeles
16088,2013,91006,18,29.1,0-17,Los Angeles
16089,2013,91007,15,24.7,0-17,Los Angeles
16090,2013,91010,43,72.4,0-17,Los Angeles
16091,2013,91016,62,67.2,0-17,Los Angeles
16092,2013,91030,14,24.8,0-17,Los Angeles
16093,2013,91040,22,53.8,0-17,Los Angeles
16094,2013,91042,39,72.9,0-17,Los Angeles
16095,2013,91103,56,80.4,0-17,Los Angeles
16096,2013,91104,36,43.1,0-17,Los Angeles
16097,2013,91106,27,70.9,0-17,Los Angeles
16098,2013,91107,31,47.6,0-17,Los Angeles
16099,2013,91201,19,51.8,0-17,Los Angeles
16100,2013,91202,18,44.1,0-17,Los Angeles
16101,2013,91203,13,56.5,0-17,Los Angeles
16102,2013,91204,19,63.6,0-17,Los Angeles
16103,2013,91205,58,87.6,0-17,Los Angeles
16104,2013,91206,29,51.5,0-17,Los Angeles
16105,2013,91214,26,44.3,0-17,Los Angeles
16106,2013,91302,12,19.3,0-17,Los Angeles
16107,2013,91303,72,99.7,0-17,Los Angeles
16108,2013,91304,136,115.2,0-17,Los Angeles
16109,2013,91306,86,78.0,0-17,Los Angeles
16110,2013,91307,25,49.6,0-17,Los Angeles
16111,2013,91311,39,59.6,0-17,Los Angeles
16112,2013,91316,20,40.9,0-17,Los Angeles
16113,2013,91320,24,22.2,0-17,Ventura
16114,2013,91321,55,58.6,0-17,Los Angeles
16115,2013,91324,47,88.4,0-17,Los Angeles
16116,2013,91325,52,83.3,0-17,Los Angeles
16117,2013,91326,20,29.2,0-17,Los Angeles
16118,2013,91331,308,99.2,0-17,Los Angeles
16119,2013,91335,162,93.7,0-17,Los Angeles
16120,2013,91340,143,138.5,0-17,Los Angeles
16121,2013,91342,265,106.0,0-17,Los Angeles
16122,2013,91343,208,128.6,0-17,Los Angeles
16123,2013,91344,67,67.9,0-17,Los Angeles
16124,2013,91345,49,113.5,0-17,Los Angeles
16125,2013,91350,34,46.9,0-17,Los Angeles
16126,2013,91351,58,64.9,0-17,Los Angeles
16127,2013,91352,137,113.4,0-17,Los Angeles
16128,2013,91354,26,32.6,0-17,Los Angeles
16129,2013,91355,22,29.7,0-17,Los Angeles
16130,2013,91356,36,62.3,0-17,Los Angeles
16131,2013,91360,45,55.3,0-17,Ventura
16132,2013,91362,17,21.6,0-17,Ventura
16133,2013,91364,25,49.5,0-17,Los Angeles
16134,2013,91367,37,49.5,0-17,Los Angeles
16135,2013,91384,12,18.7,0-17,Los Angeles
16136,2013,91387,63,54.6,0-17,Los Angeles
16137,2013,91390,13,22.7,0-17,Los Angeles
16138,2013,91401,72,80.6,0-17,Los Angeles
16139,2013,91402,235,116.0,0-17,Los Angeles
16140,2013,91403,21,54.1,0-17,Los Angeles
16141,2013,91405,147,117.8,0-17,Los Angeles
16142,2013,91406,138,98.3,0-17,Los Angeles
16143,2013,91411,49,87.6,0-17,Los Angeles
16144,2013,91423,17,30.5,0-17,Los Angeles
16145,2013,91501,24,62.2,0-17,Los Angeles
16146,2013,91502,15,79.2,0-17,Los Angeles
16147,2013,91504,26,50.3,0-17,Los Angeles
16148,2013,91505,26,45.9,0-17,Los Angeles
16149,2013,91506,16,44.2,0-17,Los Angeles
16150,2013,91601,57,85.4,0-17,Los Angeles
16151,2013,91605,131,92.4,0-17,Los Angeles
16152,2013,91606,112,110.3,0-17,Los Angeles
16153,2013,91607,30,55.2,0-17,Los Angeles
16154,2013,91701,31,35.8,0-17,San Bernardino
16155,2013,91702,167,102.6,0-17,Los Angeles
16156,2013,91706,204,93.6,0-17,Los Angeles
16157,2013,91708,21,120.3,0-17,San Bernardino
16158,2013,91709,70,38.8,0-17,San Bernardino
16159,2013,91710,142,74.9,0-17,San Bernardino
16160,2013,91711,31,45.7,0-17,Los Angeles
16161,2013,91722,67,75.6,0-17,Los Angeles
16162,2013,91723,42,93.0,0-17,Los Angeles
16163,2013,91724,51,89.2,0-17,Los Angeles
16164,2013,91730,97,59.6,0-17,San Bernardino
16165,2013,91731,62,83.5,0-17,Los Angeles
16166,2013,91732,169,96.5,0-17,Los Angeles
16167,2013,91733,101,77.5,0-17,Los Angeles
16168,2013,91737,21,41.5,0-17,San Bernardino
16169,2013,91739,31,31.0,0-17,San Bernardino
16170,2013,91740,41,75.5,0-17,Los Angeles
16171,2013,91741,21,39.9,0-17,Los Angeles
16172,2013,91744,251,106.8,0-17,Los Angeles
16173,2013,91745,70,66.2,0-17,Los Angeles
16174,2013,91746,80,94.2,0-17,Los Angeles
16175,2013,91748,39,46.2,0-17,Los Angeles
16176,2013,91750,31,44.0,0-17,Los Angeles
16177,2013,91752,58,65.2,0-17,Riverside
16178,2013,91754,41,71.5,0-17,Los Angeles
16179,2013,91755,26,53.4,0-17,Los Angeles
16180,2013,91761,136,84.6,0-17,San Bernardino
16181,2013,91762,155,96.1,0-17,San Bernardino
16182,2013,91763,105,96.4,0-17,San Bernardino
16183,2013,91764,154,90.0,0-17,San Bernardino
16184,2013,91765,42,49.4,0-17,Los Angeles
16185,2013,91766,192,90.2,0-17,Los Angeles
16186,2013,91767,138,103.7,0-17,Los Angeles
16187,2013,91768,111,118.9,0-17,Los Angeles
16188,2013,91770,83,63.5,0-17,Los Angeles
16189,2013,91773,40,63.7,0-17,Los Angeles
16190,2013,91775,22,42.9,0-17,Los Angeles
16191,2013,91776,22,30.5,0-17,Los Angeles
16192,2013,91780,26,41.6,0-17,Los Angeles
16193,2013,91784,15,27.9,0-17,San Bernardino
16194,2013,91786,123,96.6,0-17,San Bernardino
16195,2013,91789,25,38.7,0-17,Los Angeles
16196,2013,91790,98,89.7,0-17,Los Angeles
16197,2013,91791,48,69.5,0-17,Los Angeles
16198,2013,91792,39,55.0,0-17,Los Angeles
16199,2013,91801,65,68.5,0-17,Los Angeles
16200,2013,91803,41,71.2,0-17,Los Angeles
16201,2013,91902,23,63.9,0-17,San Diego
16202,2013,91910,159,89.8,0-17,San Diego
16203,2013,91911,210,93.4,0-17,San Diego
16204,2013,91913,51,41.9,0-17,San Diego
16205,2013,91915,28,35.0,0-17,San Diego
16206,2013,91932,68,104.7,0-17,San Diego
16207,2013,91941,38,48.7,0-17,San Diego
16208,2013,91942,45,95.1,0-17,San Diego
16209,2013,91945,86,132.7,0-17,San Diego
16210,2013,91950,182,120.2,0-17,San Diego
16211,2013,91977,158,101.7,0-17,San Diego
16212,2013,92007,14,72.4,0-17,San Diego
16213,2013,92008,26,53.9,0-17,San Diego
16214,2013,92009,28,25.1,0-17,San Diego
16215,2013,92010,22,62.7,0-17,San Diego
16216,2013,92011,15,29.7,0-17,San Diego
16217,2013,92019,54,56.0,0-17,San Diego
16218,2013,92020,99,66.8,0-17,San Diego
16219,2013,92021,97,64.4,0-17,San Diego
16220,2013,92024,32,32.0,0-17,San Diego
16221,2013,92025,66,48.3,0-17,San Diego
16222,2013,92026,38,30.1,0-17,San Diego
16223,2013,92027,66,43.8,0-17,San Diego
16224,2013,92028,55,34.1,0-17,San Diego
16225,2013,92029,14,33.5,0-17,San Diego
16226,2013,92037,19,30.7,0-17,San Diego
16227,2013,92040,57,56.6,0-17,San Diego
16228,2013,92054,81,84.6,0-17,San Diego
16229,2013,92056,73,65.3,0-17,San Diego
16230,2013,92057,86,60.0,0-17,San Diego
16231,2013,92058,73,71.3,0-17,San Diego
16232,2013,92064,35,34.5,0-17,San Diego
16233,2013,92065,27,32.8,0-17,San Diego
16234,2013,92069,42,31.3,0-17,San Diego
16235,2013,92071,51,40.5,0-17,San Diego
16236,2013,92078,45,38.7,0-17,San Diego
16237,2013,92081,37,61.8,0-17,San Diego
16238,2013,92082,16,32.8,0-17,San Diego
16239,2013,92083,103,93.4,0-17,San Diego
16240,2013,92084,106,84.0,0-17,San Diego
16241,2013,92101,25,94.4,0-17,San Diego
16242,2013,92102,140,121.5,0-17,San Diego
16243,2013,92103,23,78.2,0-17,San Diego
16244,2013,92104,76,92.0,0-17,San Diego
16245,2013,92105,235,109.3,0-17,San Diego
16246,2013,92106,13,35.1,0-17,San Diego
16247,2013,92107,30,86.3,0-17,San Diego
16248,2013,92109,18,41.0,0-17,San Diego
16249,2013,92110,24,52.3,0-17,San Diego
16250,2013,92111,110,107.7,0-17,San Diego
16251,2013,92113,273,165.6,0-17,San Diego
16252,2013,92114,225,135.3,0-17,San Diego
16253,2013,92115,119,82.6,0-17,San Diego
16254,2013,92116,51,108.1,0-17,San Diego
16255,2013,92117,79,85.6,0-17,San Diego
16256,2013,92118,14,41.5,0-17,San Diego
16257,2013,92119,21,48.4,0-17,San Diego
16258,2013,92120,32,65.0,0-17,San Diego
16259,2013,92122,14,23.9,0-17,San Diego
16260,2013,92123,47,70.4,0-17,San Diego
16261,2013,92124,40,43.0,0-17,San Diego
16262,2013,92126,95,62.8,0-17,San Diego
16263,2013,92127,40,29.2,0-17,San Diego
16264,2013,92128,31,32.2,0-17,San Diego
16265,2013,92129,42,33.4,0-17,San Diego
16266,2013,92130,26,19.0,0-17,San Diego
16267,2013,92131,24,25.7,0-17,San Diego
16268,2013,92139,77,84.6,0-17,San Diego
16269,2013,92154,138,68.0,0-17,San Diego
16270,2013,92173,83,98.5,0-17,San Diego
16271,2013,92201,174,92.4,0-17,Riverside
16272,2013,92203,37,51.9,0-17,Riverside
16273,2013,92211,21,87.6,0-17,Riverside
16274,2013,92220,78,107.7,0-17,Riverside
16275,2013,92223,99,78.7,0-17,Riverside
16276,2013,92225,76,150.8,0-17,Riverside
16279,2013,92234,67,51.1,0-17,Riverside
16280,2013,92236,124,80.5,0-17,Riverside
16281,2013,92240,100,94.1,0-17,Riverside
16282,2013,92241,12,62.6,0-17,Riverside
16287,2013,92252,12,57.2,0-17,San Bernardino
16288,2013,92253,25,31.8,0-17,Riverside
16289,2013,92254,33,62.7,0-17,Riverside
16290,2013,92260,26,55.9,0-17,Riverside
16291,2013,92262,26,57.5,0-17,Riverside
16292,2013,92264,14,84.9,0-17,Riverside
16293,2013,92274,44,59.0,0-17,Riverside
16294,2013,92277,12,15.8,0-17,San Bernardino
16295,2013,92284,34,59.3,0-17,San Bernardino
16296,2013,92301,153,126.9,0-17,San Bernardino
16297,2013,92307,121,125.5,0-17,San Bernardino
16298,2013,92308,115,108.1,0-17,San Bernardino
16299,2013,92311,189,195.3,0-17,San Bernardino
16300,2013,92313,17,61.9,0-17,San Bernardino
16301,2013,92314,14,49.0,0-17,San Bernardino
16302,2013,92316,100,103.5,0-17,San Bernardino
16303,2013,92324,168,94.5,0-17,San Bernardino
16304,2013,92335,260,81.8,0-17,San Bernardino
16305,2013,92336,153,57.2,0-17,San Bernardino
16306,2013,92337,69,59.3,0-17,San Bernardino
16307,2013,92344,35,54.7,0-17,San Bernardino
16308,2013,92345,202,81.0,0-17,San Bernardino
16309,2013,92346,104,69.4,0-17,San Bernardino
16310,2013,92354,40,85.1,0-17,San Bernardino
16311,2013,92359,14,72.3,0-17,San Bernardino
16312,2013,92371,26,62.9,0-17,San Bernardino
16313,2013,92373,50,75.0,0-17,San Bernardino
16314,2013,92374,76,75.0,0-17,San Bernardino
16315,2013,92376,277,101.5,0-17,San Bernardino
16316,2013,92377,19,34.3,0-17,San Bernardino
16317,2013,92392,232,131.2,0-17,San Bernardino
16318,2013,92394,137,126.6,0-17,San Bernardino
16319,2013,92395,184,141.0,0-17,San Bernardino
16320,2013,92399,58,44.3,0-17,San Bernardino
16321,2013,92404,293,148.3,0-17,San Bernardino
16322,2013,92405,137,155.5,0-17,San Bernardino
16323,2013,92407,208,118.6,0-17,San Bernardino
16324,2013,92408,48,97.4,0-17,San Bernardino
16325,2013,92410,235,132.4,0-17,San Bernardino
16326,2013,92411,174,188.4,0-17,San Bernardino
16327,2013,92501,66,121.8,0-17,Riverside
16328,2013,92503,184,73.4,0-17,Riverside
16329,2013,92504,124,90.1,0-17,Riverside
16330,2013,92505,103,76.0,0-17,Riverside
16331,2013,92506,48,50.9,0-17,Riverside
16332,2013,92507,121,96.3,0-17,Riverside
16333,2013,92508,26,26.1,0-17,Riverside
16334,2013,92509,160,69.6,0-17,Riverside
16335,2013,92530,49,31.3,0-17,Riverside
16336,2013,92532,26,43.5,0-17,Riverside
16337,2013,92543,71,81.0,0-17,Riverside
16338,2013,92544,95,77.7,0-17,Riverside
16339,2013,92545,57,59.4,0-17,Riverside
16340,2013,92551,101,98.0,0-17,Riverside
16341,2013,92553,197,80.8,0-17,Riverside
16342,2013,92555,68,59.4,0-17,Riverside
16343,2013,92557,109,81.3,0-17,Riverside
16344,2013,92562,48,28.4,0-17,Riverside
16345,2013,92563,55,30.4,0-17,Riverside
16346,2013,92567,13,47.8,0-17,Riverside
16347,2013,92570,109,63.5,0-17,Riverside
16348,2013,92571,129,66.7,0-17,Riverside
16349,2013,92582,33,62.3,0-17,Riverside
16350,2013,92583,78,88.2,0-17,Riverside
16351,2013,92584,51,42.1,0-17,Riverside
16352,2013,92585,38,68.3,0-17,Riverside
16353,2013,92586,13,47.4,0-17,Riverside
16354,2013,92587,19,43.4,0-17,Riverside
16355,2013,92591,38,35.8,0-17,Riverside
16356,2013,92592,70,31.8,0-17,Riverside
16357,2013,92595,32,40.4,0-17,Riverside
16358,2013,92596,25,30.5,0-17,Riverside
16359,2013,92602,23,34.9,0-17,Orange
16360,2013,92604,25,46.8,0-17,Orange
16361,2013,92606,21,41.9,0-17,Orange
16362,2013,92612,23,68.2,0-17,Orange
16363,2013,92614,22,44.9,0-17,Orange
16364,2013,92618,12,27.0,0-17,Orange
16365,2013,92620,50,49.8,0-17,Orange
16366,2013,92626,53,54.1,0-17,Orange
16367,2013,92627,86,62.5,0-17,Orange
16368,2013,92629,14,32.1,0-17,Orange
16369,2013,92630,42,30.8,0-17,Orange
16370,2013,92646,39,38.3,0-17,Orange
16371,2013,92647,50,39.4,0-17,Orange
16372,2013,92648,23,29.1,0-17,Orange
16373,2013,92649,16,27.1,0-17,Orange
16374,2013,92651,13,37.4,0-17,Orange
16375,2013,92653,16,26.7,0-17,Orange
16376,2013,92655,16,100.4,0-17,Orange
16377,2013,92656,41,31.9,0-17,Orange
16378,2013,92660,21,34.5,0-17,Orange
16379,2013,92672,34,38.8,0-17,Orange
16380,2013,92673,14,16.8,0-17,Orange
16381,2013,92675,33,39.8,0-17,Orange
16382,2013,92677,31,23.1,0-17,Orange
16383,2013,92679,14,22.9,0-17,Orange
16384,2013,92683,88,43.3,0-17,Orange
16385,2013,92688,24,20.2,0-17,Orange
16386,2013,92691,41,42.7,0-17,Orange
16387,2013,92692,34,38.1,0-17,Orange
16388,2013,92694,21,24.8,0-17,Orange
16389,2013,92701,144,76.6,0-17,Orange
16390,2013,92703,196,94.5,0-17,Orange
16391,2013,92704,207,81.9,0-17,Orange
16392,2013,92705,64,60.5,0-17,Orange
16393,2013,92706,89,83.3,0-17,Orange
16394,2013,92707,179,98.6,0-17,Orange
16395,2013,92708,45,43.0,0-17,Orange
16396,2013,92780,81,53.8,0-17,Orange
16397,2013,92782,18,25.7,0-17,Orange
16398,2013,92801,132,75.1,0-17,Orange
16399,2013,92802,86,70.1,0-17,Orange
16400,2013,92804,183,81.3,0-17,Orange
16401,2013,92805,156,69.5,0-17,Orange
16402,2013,92806,73,76.1,0-17,Orange
16403,2013,92807,29,37.6,0-17,Orange
16404,2013,92808,12,25.7,0-17,Orange
16405,2013,92821,44,55.8,0-17,Orange
16406,2013,92831,54,82.4,0-17,Orange
16407,2013,92832,51,84.4,0-17,Orange
16408,2013,92833,54,43.2,0-17,Orange
16409,2013,92835,16,33.5,0-17,Orange
16410,2013,92840,106,76.7,0-17,Orange
